Komentar,Kategori
"nyari yang jelek biar ga selingkuh, tapi nyatanya yang jelek malah makin makin jirr😂",Bullying
"Nyata adanya iblis berwujud manusia...krn utk bisa bersimpati thd apa yg terjadi d Palestina cukup lah sebagai manusia..krn korban d gaza tdk hanya kaum muslim...
Inikah yg d sebut generasi milenial, tdk perlu berakhlak dan beradab???",Bullying
Nyatanya susah juara 1 ges,Non-bullying
"Nyatanya tlid di grandfinal sama fnop,bye bye ererki",Non-bullying
Nyesel gua donasi ajg,Bullying
"Oalaah saf saf,, dh lh jelek gatau diri lg",Bullying
ODGJ NARASUMBER NYA,Bullying
"Odgj ya yg main sama golden boy, kaya odgj yg sering ngamuk² dijalan",Bullying
oh ini jagoan cewek cewek tuh 🗿,Non-bullying
"oh jadi kayak gitu idaman ciwi"" hahaha hasu",Bullying
"Om ded bener ini orang so pinter gatau to lol,giliran di samperin malah ciut kyk bocil banyak bacot",Bullying
"Om ded hebat mengundang orang ini....
karena kami para nitizen bisa melihat ketololan nya...
😅😅😅",Bullying
Om ded mah ngundang cuman mau dengar ketololan FA doang 🤣🤣,Bullying
Om ded minimal undang org yang punya otak dan gak gila,Bullying
Om ded ngapain undang udgj sih om dedy😂banci tuh om ded,Bullying
Om ded ngundang karna mau mancing ketolol an nya FA keluar,Bullying
Om ded om ded ODGJ lu undang. Unfaedah banget tuh orng. Gak laku dalam segala Aspek Kerjaan ya jadi gini modelnya kalo gak gila ya bundir,Bullying
"Om ded pasti sudah faham kalo si FA ini lg ngelawak memperlihatkan ketololannya,, wkwkwk",Bullying
Om ded salah ngundang urang🤣🤣 malah ngundang bencong😂😂,Bullying
"Om ded tanya si farhat, dulu sekolah skripsi nya joki ya ko tololnya sampe ketulang ya ga nyambung semua omongannya",Bullying
Om ded tertawa puas melihat ket0l0lan FA😂😂,Bullying
"om ded undang juga teh novi 
biar adil
saya termasuk yg nonton berita agus di channel nya teh novi jadi tau alur ceritanya
sebenernya seharusnya udah clear di podcast terakhinya tempat densu",Non-bullying
Om ded untuk kesekian kalinya ngundang banci ke podcast 😀😀😀,Bullying
Om Deddy menyediakan ruang untuk FA agar bisa mempertontonkan ketololannya 😂,Bullying
"Om deddy nyari duit broo mkn nya ngasih FA panggung, soalnya duit dari jadi tentara cabutan kurang😅",Bullying
Om Deddy nyari pemasukan iklan 😂,Non-bullying
Om Dedi cuma mancing aja gak sih?😂 Etensi masyarakat jadi tambah jelek ke dia,Bullying
"Om farhat padahal kemarin kemarin pas kasusnya vina namanya udah bagus lagi bantuin orang.
Eh sekarang malah balik lagi ke stelan pabrik si kontroversi tukang nyari masalah dan lapor lapor.
Kenapa om tidak konsisten dengan kebaikan.
Sangat disayangkan",Non-bullying
Om lu sengaja ngundang FA buat liat kegoblokannya kan?,Bullying
Om sory om untuk sesi ini saya dislike di karenakan ceritanya muter² di otak saya menurut saya gak masuk akal lebih ke blunder aja,Non-bullying
"Om undang pablo benua pliss. Jgn undang novi, udh cape dia sama semua drama ini kasian... si BANCI ini lawan nya pablo",Bullying
Om undang teh novi nya janggal banget nih pembicaraan nya abang 1 inih klo persi teh novi lbih masuk akal,Non-bullying
Om2 kayaknya gak nafsu ama yg pake kacamata..jelek banget asli,Bullying
Omakk gak jera ah. Tuh liat ketololan nya🤣 makanya diundang🤣,Bullying
Omm ded satuu satunya podcast om ded yang paling saya benci dan .podcast dengan farhat abasss si biang kerok dan pembuat keributan ini,Bullying
Ooh ini uang agus 😅 ini uang donasi buat mata lu gilla😂,Bullying
"Open donasi buat si aji . Biar bebas biar di siram lagi si agus ,setuju bgt 😂",Non-bullying
Orang baik selalu di bohongi,Non-bullying
Orang bego ith bang,Bullying
"Orang bego, g bisa bantu malah mengolok2",Bullying
"Orang buta pun belum tentu jujur atau baik-baik aje, lagi pulak bukan buta dr lahir....
Kita fikir lah apa sebenarnya tuhan nk tunjuk kepada masyarakat ataupun kepada Agus klau tidak pun kepada kedua-duanya",Non-bullying
orang gila kok diajak ngobrol om ded,Bullying
"Orang ini diundang kesini ???

Hati hati...karena bnyk yg keluar dari podcast  om Ded berujung masuk bui

Semangat Teh Novi dan Bang DenSu

Lanjutkan Pencepuannya om Ded😂😂😂",Non-bullying
Orang kebanyakan ngepil gitu di lawan,Non-bullying
"Orang kek gtu gausah di bantu,ga pandai bersyukur,dan ga pandai berterimakasih,udh di tolong bukannya berterimakasih eh malah berfikiran yg nggk2 wkwkwk,oyyy sadar gus tanpa teh Novi lu ga bisa apa2 wkwkwk😂😂😂",Non-bullying
"Orang KRISTEN dan YAHUDI di Palestina DILUDAHIN sama orang Israhel. Kenapa disini oten malah bela israhel?
Emang udah dasarnya benci sama org Islam aja inimah.
TOLOL dan DONGO.",Bullying
Orang miskin baru makan di resto....anjing kau.,Bullying
Orang orang tolol,Bullying
"Orang pada donasi buat operasi bu sundel, bukan buat kasih makan kalian sehari hari!! Kalo kehidupan kalian selanjutnya bagaimana ya berusaha, kerja engga trus ngemplang uang donasi!! Chuakssss",Non-bullying
Orang tua mereka dan didikan/doktrin apapun yg masuk ke kepala mereka adalah ANJING,Bullying
Orang tua salah asuh..bibit atheis..akhlak yg buruk.,Bullying
"Orang tuanya gak pernah mengajarkan tentang sejarah kaya gini.
De...baru sekali makan di mc donal yah...nora dan kampungan bocil""ingusan",Bullying
ORANG TUANYE AJE NGEDIDIKNYE TOLOL ....,Bullying
Orang udah di bantu...engak tau diri..udah lah jangan di bantu.. orangnya seperti itu pantesan di siram air sama temannya kerja,Non-bullying
Orang udik baru makan di tempat begituan... Semoga cepet di pulangkan ke nerakaa. Amin,Bullying
Org ada niatan baik tapi dianggap org itu buruk.ini ciri2 org maunafik.wajar org marah sama si agus sampai peyiraman Air keras.,Bullying
"Orng goblok, rules nya aja ga ngerti sok sok an naik atas ring.cuih malu sih jadi bapaknya",Bullying
Otak nya isi taik ... orang tua nya gagal mendidik nya .,Bullying
Otak tak ada isix hanya tai,Bullying
Otaknya setiap hari mkn tai israel.yg kau mkn daging itu daging org yahudi israel dan kau minum air darah israel.haram haram haram gk akan ada memaafin kau semua laknattullah.,Bullying
OTEN MEMANG IBLIS DUNIA,Bullying
"Ouh ternyata ini kasusnya, di FB yg muncul Poto meme mereka tiap scrol dia lagi yg muncul",Non-bullying
"Ow ni ank2 anjing,anak haram harus di usut nh..kurang di hajar",Bullying
Owalh boneng2 manusia2 yg udah bosan hdup bebas..nti keciduk kyk kangkung tumis loyo bnyk cakap bilng bcnda bla2.hdeee🤦 tolol,Bullying
"Owlh Maliki ngapain lawan monyet,cuma bisa gitu doang satria kaya monyet sirkus",Bullying
"Oww pantes fyp trus muka2 anak2 ini di sosmed.... Pantas aja Sadar gak anak2 bodoh ini, bgitu menyakitkan nya ucapan mreka ini.... Darah anak Palestina daging anak Palestina!!! Wajib sangsi sosial ini.... Andai bocah2 tolol ini ngerasain apa yg di rasakan anak2 seumuran mreka di sana!!! Tiap hari di bom di hancurkan dibunuhi!!! Emang gak ada otaknya manusia generasi sampah!!!",Bullying
Pada pengaturan sanski pidana dari adanya penyalahgunaan dana donasi terdapat pada Pasal 70 juncto Pasal 5 Undang-Undang Nomor 28 Tahun 2004 tentang Perubahan Atas Undang-Undang Nomor 16 Tahun 2001 tentang Yayasan dengan sanksi pidana 5 (lima) tahun penjara.,Non-bullying
padahal ambil 200 juta cukup bagi keluarga untuk usaha franchise kecil2an,Non-bullying
Padahal kalo pihak si agus mau komunikasi aja aman si agus ya...,Non-bullying
"padahal kyknya si safno gengsinya tinggi jg ya, awalnya cuma gara gara dilan bilang ""yowes karepmu"" aja ngambek, apalagi pas kemarin dilan live jelek jelekin safno depan mukanya dia WKWKWK",Non-bullying
padahal mau nerima kekurangannya tapi malah balesannya disakitin woilahhh gila lu yahhh😭😭😭,Bullying
Padahal MMA aja ya biar puas🤣🤣 terwakili lahh mantaapp🤣,Non-bullying
Padahal sekolah annya mahal itu tpi kaya anak ga terdidik.. Ya Terima aja resiko nya.. Hukum sosial itu berat adik2 yg bodoh semoga kalian ga gila nanti ya.. Ehh dah gila dh.. + goblok..,Bullying
"Padahal si monyet gila itu mau di tandingin sama ade gua , eh udh di kalahin duluan sama si malik , padahal jangan pake sarung tinju",Bullying
"Paham betul sama semua cerita mbak dilan, soalnya emang bener² sesakit itu dimainin sama orang jelek, apa lagi jelek dari semua sisi, dan pada akhirnya emang semanis apapun dia di awal itu tidak ada yg bisa dikenang atau di inget² yg ada cuma rasa marah, dan sedikit merasa kek Alhamdulillah kita tau semua kebusukan dia sebelum semua semakin jauh, respect sama mbak dilan, big hug and love buat mbak dilan ❤",Non-bullying
"paham sekali posisi kak dilan, dimana kamu bungsu dengan segala pressure yang ada dan tumbuh dengan kekurangan figur seorang ayah. bayangin hal bare minimum terlihat wow di mata kita karna gak pernah ada nya cinta itu di kasih oleh ayah sendiri, jadi diri yang tolol ini anggap kalo woah dia bisa kasih aku cinta ini itu segala macam :(((",Bullying
"Pak ap vren pak ap 🗿🗿
Pak ap arcadia pak ap 🗿🗿",Non-bullying
Pak polisi tolong tangkap mereka dan masukin kedalam penjara,Non-bullying
Pake rok cocoknya.. Mulut kaya cewek,Non-bullying
"Pake2 sumpah demi allah loe..... ,, licik kelen smua.....!!!!
Akting keluarga ini .agus ijuga pinter akting..🙄",Non-bullying
"Palestina bukan soal agama tp kemanusiaan, kt yg masih d berikan akal sehat turut bersedih atas penderitaan Palestina, mungkin ada org GILA yg mendukung zionis,",Bullying
"Palestina lagi di jajah !
Harusnya cewek goblok ini bersyukur Indonesia sudah merdeka, coba bayangkan jika negara kita masih di jajah kaya dulu mungkin anda sudah menjadi budak sex",Bullying
"Palestina warganya muslim..klo menghina gini berarti bukan muslim..
W cm bs doain..smg kalian khusnul khotimah..

#woiii...mukamu lo ke babi..",Bullying
Paling anak laskar setan 😎,Bullying
Paling betul sudah itu uang dibawah kendali yayasan😂🎉,Non-bullying
Paling sakit hati ngeliat kasus perselingkuhan . 🤬🤬🤬💔💔💔💔💔,Non-bullying
Palingan nonis pengikut dajjal setannyaho,Bullying
Panas di awal dingin di akhir,Non-bullying
"Panas gw liat anak setan ini bener""gk punya perikemanusiaan, dasar anak setan",Bullying
Pandai nya Agus dan keluarga bersilat lidah 😒,Non-bullying
Panggil orang tuanya dan laporkan polisi biar masuk lapas anak karena sangat berbahaya di Indonesia yg berdasar panca sila dan uud 45 ....dan bisa dipastikan mereka agamanya pasti bukan agama asli Nusantara ..... kepercayaan....hindu ....budha  .... muslim/islam yang dibawa Walisongo dan saudagar timur tengah sebelum tapi agama yang dibawakan oleh Yahudi Belanda,Non-bullying
PANTES AGUSSSS DI SIRAM AIR KERAS TERNYATA KELAKUANNYA GINI,Bullying
Pantes aja allah buat lu buta hati lu aja buta agus,Bullying
Pantes di ewe sampe hamil,Bullying
Pantes di siram air keras.,Non-bullying
Pantes orang kristen kebanyakan bgtuh udah muka jelek prilakunya juga jelek.,Bullying
Pantesan di siram aer keras😅...,Bullying
Pantesan di siram air keras mungkin orgny muak sama sifat sama sikap yg arogan dan merasa paling atasan,Bullying
pantesan si agus di siram aer keras 😂😂😂 mungkin pelaku nya udah gedeg' bgt am si agus 😅,Bullying
Para babi bisa makan pake tangan jg tyt,Bullying
Para oten sampah gak terima? Tololl goblog😂😂,Bullying
"PARA PEREMPUAN BAJINGAN INI...ENAKNYA DI APAIN YA???

DARI WAJAH MEREKA....JELEK BUSUK SEMUA, GK ADA YG MENARIK.

MUNGKIN KARENA ITU...MEREKA IRI DG ANAK PALESTINA YG CANTIK JELITA, BERAKHLAK MULIA.

FREE PALESTINA.",Bullying
"Parah ni bocah,. 
Bs2nya disangkutin ke palestin. 
Pd kesambet setan apa ya.. 
Biar muslim indo ngamuk2 
Jihat bisabililah,  
Trus para setan tertawa puas... 
Jp paus kita....",Bullying
Parah ni orang 😢 punya mata tapi buta punya akal tapi ... punya hati tapi ... Punya telinga tapi .... Lu gak guna seenggaknya jangan mengina nikmatin aja idup lu urus aja iduplu haduhhhh parahhh generasi macam apainiiii😅😅😅 nyerah gua. 😩😫😫😫🤯,Bullying
Parah ni org yaa muak bngtt gilaaa,Bullying
Parah nih wasit...masa orang tolol yg pk cln biru di suruh mainntinju,Bullying
"Parah sih Maliki pasti kecewa berat lah, dia latihan ga di hargain malah di ksh lawan mental tisu. Saran buat promotor jgn cari bocah ampas yg modal viral gjls. Liat dlu ada keseriusan latihan ga dari masing2. Sedih tinju cuma buat pansos doang",Non-bullying
Parah sihh. Tarik aja uangnya semua itu,Non-bullying
"Parah...

Super parah...

Kacang lupa pak tani yg nanam
😂😂😂😂",Non-bullying
Parhat asu,Bullying
"Pas dilang bilang ""aset yg dilan beli atasnamakan saf"" gue auto bilang goblok 🙏",Bullying
"Pas dilempar oleh maliki, Cogilnya mau lempar jg tapi takut wkwkwk akhirnya di cium oleh cogay",Bullying
"Pas mata normal di siram air keras, pas mata but4 harusnya siram sepitank t4i , krna kelakuannya kya t4i",Bullying
"Pasif RRQ aktif,""sekali turun?turunnya sampai di bandara Indonesia 😂",Non-bullying
pasti  fokus m7 walapun ngak fokus2 amat,Non-bullying
Pasti ada roaster besar-besaran lagi 😂,Non-bullying
Pasti dari golongan sebelah ini yg suka menyanjung isrewel,Non-bullying
"Pasti dilan tipe yg mikirnya kalo ""cowok jelek pasti baik&setia"" 😂😂😂",Non-bullying
Pasti ini anak anak Babi babii jahanammmm!!!,Bullying
"Pasti ni bocah non muslim,, tingkah nya semacam hewan yg tidak punya akhlak dan etika,, masukin aja ke hotel prodeo gak usah diksih ampun",Bullying
"Pasti NPD2 pada ngumpul nih nargetin dilan buat supply y. Wkwkkwk..  apalg NPD pd doyan duit, n liat dilan kaya y bs d kontrol. Buat dilan HATI2 sama NPD (IBLIS BERKEDOK SOK BAIK SOK CINTA PDAHAL GA PUNYA HATI). Belajar dari kejadian sm si saf yh",Bullying
Pasti OTEN² RADIKAL BANGSAT.. Pecinta ludah & jigong Yahudi,Bullying
"Pasti sakit hati si gw jadi mba novi, air susu dibales air tuba, donasi dibawah yayasan memang seharus jelas, segala sesuatu pengeluaran harus dikomunikasikan, ALLAH MAHA TAU, TAPI PASTI ADA HIKMAH LEBIH DARI 1,5 M BUAT MBA NOVI",Non-bullying
"Pasti ujungnya minta maaf
Dn mewek2
Dah itu udah
Ah kesel mestinya suruh j mereka ke palestin biar tau rasanya d sana",Non-bullying
pdhl muknya jelek2 bgt dijual dilokalisasi jg g pd doyan tuh bocah,Bullying
pecundang ini mah,Bullying
Pelatih dan pemain yg dikeluarkan dari RRQ MALAH GG SAMPEK JUARA ARCADIA DAN BRUSKO,Non-bullying
"Pelatih RRQ keras kepala , egois , telmi",Bullying
Pemakan babi dan bangkai pantasnya di buang ke israel,Bullying
"Pembenci islam, anak2 ini gambaran dari lingkungan masy kita, kelakuan mereka gak jauh jauh dari adab orang tuanya, lingkungan sekitar mereka. Orang2 rasis sehingga mempermalukan kaum kaum mereka sendiri. Dikiranya ini permasalahan agama, padahal ini tragedi kemanusiaan, perebutan wilayah, genosida dll...",Non-bullying
Pembunihan berencana itu namanya,Non-bullying
"Penasaran, apakah ada kasus hukum yang dimenangkan pak FA ini ketika jadi pengacara?
Karna dr podcast ini, kelihatan muter muter jawabannya dan nampak tidak berbobot.",Non-bullying
Penderitaan yang mereka rasakan di  negara mereka. Kalian ini tidak punya perasaan belas kasih. Sini aku tunjukin  tanpa belas kasih  di mana rumah anak anak bangsat ini tinggal,Bullying
Pendongeng handal wawa agus😂,Non-bullying
Pengacara gila ni orang putar balik cerita..,Bullying
"Pengacara kaum lemah dan rakyat kecil , bantuin UMKM kita dong kasian tuh kasus nya ,,",Non-bullying
Pengacara magang keliatan bgt lolnya,Bullying
Pengacara tain tele. Ngomong aja bebelit ajg,Bullying
"Pengacara yg gagal jd pemimpin keluarga,tdk bisa kontrol emosi, giliran kasus vina kok pd tenggelam Yah...",Non-bullying
"Pengalaman...yg gk bisa dilupakan...selingkuh....msh menerima...itu artinya bg densu ..dia y yg bucin...sdh tau dia slh msh mau mempertahankan..klau jujur sih biasa cewek brtahan sebagian. ..itu  ..itu..y gak bisa dilepaskan...😂😂
Akhirnya dia bisa move on...😜",Non-bullying
Pengecut lo jdi laki mewek dan baperan.wkwkw,Bullying
Pengecut loeee….jadi banci ajh…ganti nama jadi satria rok mini,Bullying
pengen deh maliki lawan gw,Non-bullying
"Pengen gw cari tempat tinggal mereka trus gw goreng pler bapak mereka trus gw bikin video ""mukbang pler bapak cewek SDM rendah""",Bullying
"Pengen nya sih gitu tapi sayangnya realita berkata lain, apalagi terkait kasus pondok yatim piatu pengurus nya melakukan pelecehan ke para yatim itu. 😊",Non-bullying
Penghinaan yg tidak bisa diterima. Mereka adalah generasi ANAK-ANAK SETAN. Apakah orang tua mereka yg mengajarkannya? Ataukah sekolah mereka yg telah mencuci otak mereka?,Bullying
Penjelasannya muter muter,Non-bullying
"Penjelsn FA gk lengkap😂..byk ngilangin fakta,",Non-bullying
"Pensiun aja skylar rrq  g prnah juara skrang pindah tim aj ler kasian kamu 
Berhenti aj bang jadi panglima kingdom lama g juara 😂😂😂😂😂😂😂",Non-bullying
"Penting'y ASI..saat balita..
Agar dewasa tidak menjadi ASUUU..Kya gini..
Ini contoh anak yg lahir'y gelantungan di JEMBUT..🤣",Bullying
penyakit gamau respek ban😂😂,Non-bullying
"Penyakit RRQ dri dlu, ga pernh respect Ban",Non-bullying
"Penyebab kisruhnya mslh donasi yaitu masuknya FA,mulut FA koar"" sana sini bgitu di pertemukan mlempem sprti krupuk kna air stlh itu koar"" lgi di medsos Dan main lapor.
Kl nda Ada FA nimbrung,mungkin Mata Agus sdh oprasi bbrp x juga nda sampai mengering kotoran & kulit kantong matanya.
Gus Agus...mau""nya di setir FA,ingat Gus,kumpulnya uang sbanyak itu juga hasil perjuangn Teh Novi,sdh buta matamya janganlah kao butakan juga hatimu gus,tdk malu kah kao?
Kl FA mah sdh nda punya urat malu😂😂😂",Bullying
Penyepong cogil cuihh,Bullying
Perasaan dia yang suka ngejelekin dan ngolok2 story IGnya ngeri tiap hari. Omongannya kyk preman,Non-bullying
"Perasaan karna ini pengacara lah jadi ribet, yayasan malah tetap kasih kalau di minta uangnya kan hanya di kelola, tinggal kasih nota pembayaran aja uangnya cair",Non-bullying
Perasaanku yg bawa2 suku di bang farhat. Waktu awal kasus agus dia bawa2 suku aceh.,Non-bullying
Perbuatan baik tak selalu dapat balasan baik..semangat teh Novi... Allah yang akan balas dengan jauh lebih baik buat teh novi .sehat selalu dan semoga allah mempermudah urusan teh novi 🥰,Non-bullying
"Perbuatan oten ,,,,otaknya udh ky babi,,,",Bullying
"Percaya aja ,Orang yg sering crt ama ngewe itu lemah kalo berantem apalagi, tanding tinju 😂",Bullying
"percayalah, sekuat apapun cewek diselingkuhin. sbnrnya ada waktu dimana mikir ""kok aku yg diselingkuhin"", ""diantara byknya manusia knp hrs aku yg ngerasain diselingkuhi"". bangkitnya cewek setelah sedih diselingkuhin itu krn konsep dirinya sudah bagus. semangatt ya kak dilannn",Non-bullying
"percuma euy klo cara di ko nya kek gitu,nyerang kek abis minum amer 20 botol itupun kalah,masi meanding petinju2 yg kalah tapi berusaha.",Non-bullying
"Perempuan anjing meski anak"" ini jelas pendidiknya ga jaga moralnya tangkap keluarkan dari indonesia 👊👊👊setan",Bullying
"Perempuan harus belajar dari dilan sih, termasuk gw....punya power, jadi.laki2 gak bisa seenaknya",Non-bullying
"Perempuan Iblis mereka harus dihukum,orang tua mereka juga keturunan iblis",Bullying
"Perempuan jalang, norak, kampungan, biadab",Bullying
"Perempuan laknat ,melihatmu saja aku jijik kayak melihat tai",Bullying
Perilaku bejad gak punya moral empati sedikitpun. Tolong orang tuanya diajarin tu anak2 nya akhlaq yang baik,Bullying
"Perilaku Rata rata manusia yang wajahnya dibawah rata2!
Tak tahu malu
Coba berkaca dulu.m
Udah muka jelek
Kelakuan macem binatang
Complette!",Bullying
"Perlu regulasi dari awal buka Donasi
Donasi dibuka hanya untuk berobat atau keperluan hidup",Non-bullying
"Perlu tahu namanya siapa, sekolah dll,
Usul netizen, Nih anak2 biadab ini dipantau terus,sampai dewasa,
Klu bisa buat akun medsos (FB,Tiktok,Instagram) dgn Juduk akun "" Anak2 Biadab""
Dan setiap org bisa update informasi ttg mereka smp mereka dewasa 
Klu bisa nantinya nyari kerja, jgn ditrima krn masuk dlm kategori biadab",Bullying
"Pernah di lembaga kemanusiaan, uang donasi kami pegang, diberikan berdasarkan kebutuhan2 terdekat. Misal mau berobat, kami kasih. Nanti minta notanya sbg bukti dan dokumentasi. Pengalaman dikasih semua malah dipake utk yg lain2. Mohon maaf, uang mengubah manusia. Apalagi seumur2 jarang pegang duit banyak. Walau tdk semua seperti itu. 🙏",Non-bullying
Persis bocah sd berantem itu si satria khawatir,Non-bullying
"pertama aku ngeliat merasa kasihan
tapi kok lama2 gk ngerasa kasihan y? 
malah memanfaatkan kebaikan orang yg sudah membantu untuk kesembuhannya",Non-bullying
Pertandiagan yng tak berguna bangst,Bullying
Pertandingan macam apa ini ?,Non-bullying
Pertandingan macam apaaaaa iniiii buset dah,Non-bullying
"Pertandingan yg tidak seimbang, mengapa wasit membiarkan seekor biawak lesu melawan manusia yg prima",Non-bullying
"Pertanyaan dan statement bang deny di menit 15 an - 20 an tu ga masuk anjir.
Padahal dilan se jelas itu ngasih tau alasannya yaa karna dia cuma nyari figur yg mengayomi & ngasih sayang ke dia, tapi malah di tanya lagi di tanya lagi sampe kayaknya narasumber se pemikiran sama statement dia.",Non-bullying
Pertarungan serangga terbaik abad ini,Non-bullying
Perutnya mules katanya di body shot maliki😂,Non-bullying
Pesahal pura2 kalah aja wkwkwk jangan kasih ampun😊,Non-bullying
"petinju masih diri ktawa"" malah d stop gmna sih sit....???
nanti nunggu sampe tai mudanya kluar baru d stop....
suruh cebok",Bullying
"Pick2kan dan ban2nan rrq, kaya tai",Bullying
Pihak AGUS kebanyakan CALOnya  🤣🤣🤣🤣,Non-bullying
Pindah EVOS hh,Non-bullying
"Pintar ngomong itu emak2 deketnya Agus yg berjilbab. Mewek2 segala 😂.
Mau 98 JT, mau 100 JT, intinya uangnya dipake GK semestinya kan munaroooh ...

Intinya, keluarga agus salah, udah menggunakan uang gk sesuai tujuan awal buka donasi, tanpa keterlibatan teh Novi.",Non-bullying
"Pinter kali ngomongnya ni orang, ngibulnya lho sumpah, dia cerita ga lengkap cuy, ini termasuk fitnah ga sih, ada jejak digital kan, bisa ga si di laporin?",Non-bullying
Pinter nih orang goblok nya 😅,Bullying
"Pki sumpah lagi,,nanti temkn sumpah kami",Non-bullying
"Plajr ndak punya otak,bangsat kalian",Bullying
Plis keluarin XOXO gak guna ditim dia cuma penjilat,Non-bullying
"pliss semua cewe harus jadi kaya dilan kalo di selingkuhin jangan pernah mau maafin orang yang pernah selingkuh, selingkuh itu penyakit gada habisnya hebat si dilann",Non-bullying
Pls suami orang yang masi main dating apps dan genit ama cewe lain viralin aja biar pada kapok. Biar cewe cewe yang emang main dating apps dengan niat baik ga kena zonk ketemu laki modelan gitu juga. Ini dilan keren bgt sih nyalahin suaminya ga jatuhin cewe yang speak up dia,Non-bullying
Pnjarakn Iblis betina berwujud manusia ini,Bullying
Pohon pembawa bencana hahhaaa,Non-bullying
Pokoknya harus kembali donasi nya deh mo nagis” kek apa kek ciuh,Non-bullying
"pokoknya kalo cewe nanya “kamu selingkuh ga?” itu jujur aja ya guys, antara dia uda punya bukti/dia punya feeling kuat 🤓",Non-bullying
Posket naon goblog,Bullying
"pov lu main ps  game smackdown bareng bocil , yg penting pencet aja dek ",Non-bullying
Pray for boxing Indonesia😢🙏,Non-bullying
Preman ko kalah wkwk,Non-bullying
"Preventif: rekening donasi harus masuk yayasan saja, bukan rek pribadi",Non-bullying
Prilaku di bnerin dlu baru muka  gaya sok2 an tolol,Bullying
"Proses hukum...  Jgn gara gara remaja goblok ini bikin rusak persaudaran kita.. Sebelum terjadi apa apa,,, proses hukum lebih baik",Bullying
"Puas kali ku melihat si cogil bonyk,next kalau bisa bikin lebih bonyok lagi weh.",Bullying
"Pukul (pembela kaum lemah) weh u nya mna perasaan kata itu gaada huruf u nya, nih sya juga bisa, dasar
Setan (selalu jaga kesehatan)",Bullying
"pukul(pembela kaum lemah) tpi duit umkm di embat kek mana tu wkwkwk, aneh sih farhat di sini lain di statusnya koar"" jelek""kin wkwkwk",Bullying
"punca nya rinz sama dyren selalu offside 😂, broo itu juara msc , reset dorng terlalu cepat , meremeh kan kha?😂atau star sindrom",Non-bullying
Punya gaji kok bilangnya gak punya apa2 bgt . 😂 .. yang lebih susah banyak tapi gak ampe gitu juga ngbrolnya bu😅😅,Non-bullying
"Punya penyakit apaan jir ni orang,nantang fight mala ngelawak di ring jir wkkw",Non-bullying
"Punya suami dianggap jelek, tapi kenyataannya laku diluar, banyak cewe2 yang mau ma dia 😊",Non-bullying
"pura-pura nanya, malah dicatet",Non-bullying
PUSH MMR AKAR SERABUT DI M6 ADA DI CHANNEL TY RRQ IDOK 😂,Non-bullying
Pusing ma kasus model begini. Salam hormat dari Pulau Lombok buat para netizen budiman,Non-bullying
Raja apa yang raja itu liquid yg juara mpl sekaligus membawa pulang m6,Non-bullying
Raja apaan di MPL ga juara😂,Non-bullying
"rakyat indo ini gw heran sendiri bg, beda sama luar negeri contohnya malay mereka meskipun tim yg di idolakan pulang tapi masih pada dukung srg buat menang karena sama-sama dari malay katanya itu pun juga berlaku untuk ph, indo mah kek berasa di mpl aja tim nya pulang malah doain tlid pulang juga aneh warga kebiasaan buruk suka nyinyir nih bikin malu aju perilaku nya😂",Non-bullying
Ramai slhkan tak ban granger/joy atau pick granger/joy...lol berfikir biar matang bro... Itu srg hero nya byk... Itu game 2 klh pun sebab yums main guin roam.. moskov innocent kena aim pun masih boleh kill bruno skylar... RRQ kena belajar lgi byk plus pengalaman dkt inter jauh dri SRG... Kelakar tgk fans sendiri duk kutuk2 player RRQ,Non-bullying
rejeki katanya guys 😂 waduh si wawa nih bikin emosi,Non-bullying
Rekor baru selama m series kda 19-0,Non-bullying
"Relate bgt,, aku segaja nikah sm orang jelek biar ga disakiti tapi malah double kill uda jelek diselingkuhi sm cewe yg kalo dibandingin sm aku jauh bgt ky random aj gtu,, sakitnya uhhhhgg hampir gila waktu itu",Bullying
Remaja 2 micin goblok.. Kbnyakan gaul dgn anjing bgini nih akibatnya,Bullying
"Remaja bangsat.. kau mau kah dibuat seperti itu, jgn bicara toleransi ya, klo usaha orang tua mu mati, jatuh ekonomimu, bahkan nanti kau akan kesulitan makan tulang ayam sekalipun. Tunggu waktunya ya.",Bullying
REMAJA GILA.. BUTA HURUF AGAMA.. REMAJA SAAT INI MAMBACA AL FATIHAH  TDK BERES  . REMAJA GILA.,Bullying
"Remaja otak dajal bukan setan,,",Bullying
"rendah hati dong, orang satria aja respect maliki kaya taiiii ! ditunggu rematch sama jaden lagi yaa maliki",Bullying
"Resiko klo yg cewek lebih pinter nyari duit, ego laki nya klo kesentil dikit ya bisa super sensi
Dilan nya juga sepertinya  sumbu pendek (kayak gw 😅 alhamdulillah laki gw lebih penyabar)",Non-bullying
"Respect kok ama satria anj, respect tuh ama ibu lu udh ngerawat dari kecil

Lagian mana ada keren²nya",Non-bullying
Ribet ah ni kelg si agus jg hatinya gk baik sdh dpt uang bnyk mlh berprasangka buruk ke teh novi,Non-bullying
Ribet amat si tangkurak agus,Non-bullying
RIBET BGT KELUARGI AGUS INI…BUAT KAK NOVI SEMANGAT YA KAK❤️,Non-bullying
"Rinz bnyk blunder sih ky maju kedepan sendirian, ulti asal asalan",Non-bullying
