Komentar,Kategori
Cowok macam anjing cuihhh... Orang kaya tidak akan pernah berkoar gua orang yang ping kaya sedunia...karena semua orang juga tau klo dia orang kaya... Orang kaya malahn berperilaku sebagai mana orang sederhana buat apa memamerkan kekayaan di dunia di akhirat mampus lu harta kagak akan di bawa mati yang pants di buang ke laut itu lu orang yang paling anehhh,Bullying
"cari sensasi supaya tenar, trus banya folowers nya. gak gt gt jg kalee... darar orang setres, ngomong aja masih belepotan gk jelas gt. kamfungan",Bullying
ngomong aja belepotan banyak gaya lu bencong,Bullying
Orang kebanyakAN makan TAIK ya gini!OTAKnya udah penuh sama TAIK jdi gak bisa berfikir positif!dari cara dia berbicara aja Gak BERMORAL!dasar kaum2 LAKNAT BANCI ANJING kbanyakan BURIT SIH LO jdi Stres!MANUSIA ogah JUMPA sama LO anjing!cuma ANJING yg mau ketemu sama LO taik!,Bullying
Sikat abiss lahh orng2 sialan kaya gini. Pemimpin negara sendiri gak di hormatin. Jgn mentang2 Bapak President kita terlalu baik jadi di sembarangin. Saya marah.. Gak boleh kita hina pemimpin kita sendiri.. Saya harap segera di tindak hukum orng iniÃ–,Bullying
Jijik banget lihat tingkah si upil ini. Mudah2an secepatnya tidur selamanya,Bullying
"WONG EDAN NIH ORANG, UDH MAKAN UANG RAKYAT TIDUR PULA",Bullying
"Manusia laknat, matinya di apain ya",Bullying
Sakit di otak sama hatinya itu mah dia. Udah gak ada nurani dan urat malunya. Pajak saya loh yang ngegaji orang2 gila hormat ini,Bullying
Anak babi bangsat pengen sumpel timah panas ke congor lu biar modar,Bullying
Pengen sumpel timah panas ke congor si anak babi pesek buruk rupa,Bullying
Hey anak bangsat babi pesek buruk rupa keriting.pengen penggal leher lu sampe putus??lumayan buat makanan buaya??,Bullying
"RATU PELAKOR SEJAGAT RAYA, DIMANA2 LONTE YA GAK PUNYA MALU. YG NGERASA LONTE DISINI TOLONG PUNYA MALU DIKIT",Bullying
Wah ini mahhhh pertemuan buah ranum dan buah busuk ??....dah tau dong yg busuk yg manah ??????????....mentok2nya mah gitu aja kalo pelakor??,Bullying
"Ah manda mah gatel, ga bisa liyat cowo dikit lgsg disosor.. Begok aje yg mau ama manda . kegatelan jadi cewe",Bullying
"Si amanda mukanya ke tante"" umur baru berapa tp muka boros banget .... dasar cabe . Jujur gua mah kgk suka ama ni haltis",Bullying
"Astagah, demen ama cewek dekil kumel. Ibaratnya dari nagita turun ke att. Nagita kaya emas att kaya barlen",Bullying
Alah laki laki jaman skrg sm aja. Sama sama bejat. Mau ustad kek bukan kek gila bgt sm perempuan yg bukan istrinya. Aku stju bgt sm yg di blg ustazah <USERNAME> . Msuk surga bkan krna poligami. Msh bnyk hal yg kita buat supaya bs jd akhlak baik untuk bs masuk surga. Yaa smoga aja sih perempuan perempuan pelakor diluar sna mendapat azab yg gak diampuni. Yang hidupnya gk bakal selamat dunia akhirat,Bullying
Gilaaaaa pelakor banyak bnget laki2 gatal juga banyak alasan untuk berpoligami woiii mikir pake otak haduh saya pikir dia org pintar tau agama mana baik mana buruk.... Allah menguji kesetiaan dan nafsunya eh malah kaya gtu... Menyakiti istri sama sja menutup pintu rejekimu... Anak istri kau korbankan! Sbg seorg imam keluarga dia telah gagal mmpertahankan rmh tangganya mencoreng nama baik nya sndiri... Smua org suka skrg benci sama dia.. M,Bullying
"Biasalah kalo pelakor banyak yang lbh ancur mukanya dari istri sah.. barang bagus pasti cepat laku, karena pelakor jelek nggak laku makanya ngembat laki orang.. ya udah sama2 GATEL kok.. cocok wes.. <USERNAME>",Bullying
"lama2 ilfil deh sm ni ertong. caption/ig story nya ngomongin org mlu, org kan jd ambigu nilai si a si b si c. udah gt kaya paling di zholimi, salahinnya depan lawan dong jgn ngmg di status ah. kata nya dewasa ??",Bullying
"<USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",Bullying
"Heran deh yg ngatain si via baperan ya wajar lah dese baper karena udin muak sama orang yg munafik sok""an baik sama dese, lah apa kabar yg sering baperan sama laki orang ? Ga pada nyadar diri tuh pemujanya att, bukannya pada gotong royong buat nasehatin att ini malah menggila buat muja"" att dan mojokin viaa. Dese juga manusia keles ahh",Bullying
"<USERNAME> itu yg komen via nyinyir mulu duh kyak dia gak pernah nyinyirin orang aja, mungkin lebih parah, kalo org sudah sok bener mah gitu, pdhal ini kan media sosial, hak dia dong instagram juga instagram dia, yg penting kan nyinyir gak pake ig s",Bullying
"<USERNAME> ini lagi pemikiran manusia bodoh, eehhh tante/ibu/oma/empo, otak lu picik bngt ya, dia jga manusi biasa ada larangan emang di dunia ini orang di larang ngungkapin unek2???? stupid human",Bullying
<USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,Bullying
"<USERNAME> cara didik ortunya nagita bagus, makanya amat sangat heran dg balajaer, kan nagita yah yg dirugikan sm junjunganny.. Knp dia yg dibenci, bodoh bgt asli.",Bullying
"<USERNAME> pdhl km lebih kampungan loh,pake kerudung tapi mulutnya cuihh..",Bullying
Belajaer tuh apa ya? Hahahaha bela artis ampe sebegitunya... manusah2 begoh ????????,Bullying
"<USERNAME> iya banyak berarti mereka norak kampyuung, coba liat artis yang adem ayem liat isyana liat agnezmo liat mba liaaat..... jangan diliat aja coba di telaah deh, dikasih tau contoh artis yang better eh jawabannya begini ya cocok la",Bullying
"<USERNAME> gak usah sok jadi high class mba, liat komenmu sendiri, memang semua artis itu sama, beda2 mbak, ada yg suka curhat di ig, ada yg curhat ke temen ada yg curhat ke Tuhan.... ngak usah trus mulut situ maju dulu otaknya belakangan mikirnya, yg curh",Bullying
"<USERNAME> lah goblok amat, gak semua netizen yg kontra sm postingan si via ini bakajaer kali, mba/mas. Ih goblok kok dipiara. Lol",Bullying
Ini siapa sih emg artis? Ko artis indo bukan ny ngurus prestasi malah di sosmed ny beginian mulu isi nya jd jatoh nya kampungan,Bullying
"<USERNAME> baru itu aj kn y mba, apa lagi kaya agnes mo bnyk penghargaan ny tp g kampungan beda am yg ini",Bullying
Munafik bgt yg ngomong curhat di sosmed kampungan... Gua yakin elu juga kitu keleusss wkkwkww..... Mending mba via dia artis cantik bs nyanyi.. La elu pada? Lbh kampungan wkwkwkwkw!!!!,Bullying
<USERNAME>.wawan zzzzz emng ini artis ga punya tmn apa? Dikit dikit att hahaha lagi juga apa apa curhat di sosmed kampungan,Bullying
Lemes ya mulutnya. Berani lewat ststus udah gitu tulisannya sengaja biar ga kebaca takut kali di labrak. Mmmm artis masih kampungan sih ya jadi wajar lah ya ????????,Bullying
<USERNAME> main main lah ke jawa timur.. Biar ga begok!!,Bullying
<USERNAME> bisa nya cuma ngatain org . Nyindir siapa ..netijen goblog banyakan masyako !,Bullying
"<USERNAME> dia udah nunjukin karyanya, situ pny karya apa? Karya nyinyir hidupnya Via?? Tolol ??",Bullying
"<USERNAME> siapa bilang gw fansnya Via?? Duh nantangin gw nih org... anak tolol ank alay, jablay!",Bullying
<USERNAME> yutub apaan ya mba? Aplikasi baru ya? Sy taunya youtube. Mba gak tau apa ya seseorg bs dpt penghasilan besar salah satunya dr youtube loh. Mreka jg di bayar apalagi klo bnyk yg ntn video mreka. Sekolah yg bener deh mba biar pinter. Generasi muda,Bullying
"gue suka gangerti deh yaa, kenapa kalo via vallen bikin status atau apalah itu disangkut pautin ama att mulu?? padahal att nya aja biasa aja.. Fansnya sih yg bikin jelek.. Orang kalo di sangkut pautin mulu jg lama-lama gerah kali..",Bullying
Jujur aja ya ni org malah bagusan kaga oplas..ada tu foto dia sblm dn sesudah oplas..dioplas mukanya aneh...kyknya gagal oplasnya...,Bullying
Noraaak abiiis... Baru kebeli emas az pamer aplg mainan berlian ciiinnnnn.... ??,Bullying
Before and after pasca oplas ga ngefek ya.. tetep jelek n serem mukanya..ahahahhaha..,Bullying
"Salfok ke mukanya, sumpah jelek... Oplas apaan model begitu... Failed!!!",Bullying
Norak bener. Kegaet penjahat baru rasa.,Bullying
"Najis..,apalagi d philipine biasa bgt kali,d sana aj bangga..jd perusak moral ko bangga..najis banget liatnya.ckp d sini aj komen ny,dia pngn ngetop lwt nitezerrre.....wkwkwk..ngarep laku",Bullying
Yang gua bingung jujur kenapa media pada rebutan ngeliput ini orang. Kayaknya cuman net doang media informasi yang masih waras,Bullying
"Bukankah Jedun yg ga becus jadi perempuan terhormat, ga becus jadi perempuan cerdas, ga becus jadi perempuan yg mencari suami sah bukan suami orang, ga becus jadi perempuan yg menghindari narkoba, ga becus jadi perempuan yg menjaga nama baik keluarga... semoga hanya ada satu perempuan yg kayak kamu di dunia ini ya Jedun",Bullying
"cewe yg bgni yg hrsnya gosong jd abu aja di kebakaran pabrik yg lg viral kmrn tu. bnr2 slain ga brguna, gda otak.. cm modal ngangkang trs gebet laki org trs bangga.. btw klo emg instastory nya buat nyindir sesebini tua mah. ehhh at least biar ga becus jd prewi tp becus cuii jd emak. buktinya anak nya bejibun trs smua pro ke emaknya drpd bapaknya",Bullying
"Hahaha..kasian ya...gak becus jadi perem...harus ngerebut laki orang dulu biar dikata ""perempuan""? Dasar perempuan tak sadar diri ente cuy.",Bullying
Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,Bullying
"ih dia kan paling becus makrum, paling becus ngrebut suami orang hehe????",Bullying
Eeee si pelacur. Situ becus jd brempuan emang? Becus jadi sampah sih iya. Edeuuuuuh lonte lonte,Bullying
"Biarin,,,puas puasin mumpung deseu masih brasa muda. Ntar klo dah tua juga nyaho! Karma itu ada.",Bullying
Dia ini punya anak perempuan lho. Ibu macam apa contohin jelek ke anaknya. Jauh dari kata BECUS ini perempuan. Amit amit...,Bullying
Kaya becus aja jd permpuan dia yng g becus jd perempuan ko sukanya sm laki orng heheh,Bullying
Yg gk becus tuh loh jedun...hidup nya cuma bisanya ngerusak kbhgiaan org lain .mau hidup serba mewah tp g mau krja mlh morotin laki org..karma psti akn mnghampirimu????????,Bullying
Gue gak suka sm ni orang. Idupnya kebanyakan ribut.,Bullying
Dasar artis abal abal enggk laku di layar kaca...udh Enggk ada duit kere Miskin..Jadi maen k dukun buat minta elmu pelet perebut suami org yg kaya...,Bullying
"Yg nama ny plagiat ya plagiat, walaupun laku tp tetep ajah ciptaan dri hasil plagiat..wkwkwkwk gua mah ogah dwngerin ajah udh pngen muntah",Bullying
"Dasar plagiat semuanya, ga bisa kreatip.memalukab bgt",Bullying
"Dan dengan begonya dia bilang ""apanya yang sama yaaa liriknya aja tentang percintaan gitu kok lagu saya"" bener2 tolol si ayu. Gapunya kuping apa y orang yg dipermasalahin nadanya ????????",Bullying
Itu pacarnya anggel pietrs kali.... dan cowok itu juga masih bocah.... <USERNAME> yaelah jes.. terxta kelakuan mu sama aja sprti ayuting2 Hidupmu penuh dengan drama MURAHAN,Bullying
"japok gateeel emang,uda jelas dia ada main sama si mamad,sampe"" si jessica dimusuhin,deddy corbuzier aja jijik sama si japok semenjak nagita diundang di hitam putih berarti nagita cerita di belakang panggung,itu aja sih menurut gue",Bullying
<USERNAME> lebih memalukan anda buk ...ngomong pelakor emang ibuk udah pernah jadi pelakor ya kok bisa tau ayu pelakor wkwkwkwkwk. ..awas ibu nanti malah justru rumah tangga ibu yg dimasukin pelakor atau anaknya nanti jadi pelakor ..,Bullying
Wah itu Kerdus mulutnya busuk...jangan jangan sampah makanannya,Bullying
<USERNAME> TAI loe di gedein bagus buat pupuk jngan bacot loe goblok !!! nih cewek knpa bawa2 suku ?,Bullying
LAH ELO ARTIS APAAN? PAPAN BLENYEK AJA BELAGU AMAT ARTIS APAAN KGA POPULER SAMA SEKALU HAHAHA,Bullying
ANANG MUKA NYA KAYA BABIII GITU AJA DI DEMENIN JIJIKK,Bullying
"Kalau ga suka sama ayu ting ting ga usah separah itu dong ngejudge nya. Punya HATI dan OTAK kan? Dia juga manusia punya kekurangan dan juga punya kelebihan dan dia juga punya perasaan. Jadi jangan seenak nya menjudge orang seperti itu, kaya udah SEMPURNA AJA LO! <USERNAME>",Bullying
"Ga pantes dipanggil ustad..org munafik ceramah sana sini org kelakuan sndr aja menzolimi istri sah nya dgn poligami diam2.kacian istri pertamanya,ga tw malu istri keduanya.. hadeh klo ada yg msh manggil dia bwt ceramah namanya bodo..",Bullying
Biadab!! Klo nanti anak lo di bully.. Gue mampusin ya!!!,Bullying
"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",Bullying
"<USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",Bullying
Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,Bullying
<USERNAME> bego lo ya,Bullying
Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,Bullying
yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,Bullying
cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,Bullying
<USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,Bullying
"MBA <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",Bullying
"<USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",Bullying
"<USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",Bullying
"<USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",Bullying
"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",Bullying
Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,Bullying
Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,Bullying
<USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,Bullying
Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,Bullying
"<USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",Bullying
Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,Bullying
<USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,Bullying
<USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,Bullying
Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,Bullying
"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil <USERNAME>",Bullying
"<USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",Bullying
Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,Bullying
"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",Bullying
"<USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",Bullying
"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",Bullying
Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,Bullying
GoBlOk ?????? gua nonton berkaliâ‰¤ kaget juga ??,Bullying
"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",Bullying
Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,Bullying
"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",Bullying
"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",Bullying
Susah otaknya diemvang mah bikin rusuh dilapak orang,Bullying
najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,Bullying
<USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,Bullying
"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET?????? <USERNAME> <USERNAME>",Bullying
Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego! <USERNAME>,Bullying
"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",Bullying
"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",Bullying
<USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,Bullying
<USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,Bullying
"<USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",Bullying
<USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,Bullying
"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",Bullying
"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",Bullying
AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,Bullying
"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk <USERNAME>",Bullying
"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",Bullying
Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,Bullying
"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada... <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",Bullying
Kepo juga sm nyonyiah lu jongos <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,Bullying
"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ?????? <USERNAME>",Bullying
"<USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",Bullying
"@w.lina2706 <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",Bullying
"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",Bullying
Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,Bullying
"<USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",Bullying
"<USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",Bullying
"<USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",Bullying
"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",Bullying
"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",Bullying
Artis kampungan wkwk,Bullying
"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",Bullying
y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,Bullying
Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,Bullying
"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",Bullying
Koq marah sehhh???dasar wanita kampungan...??,Bullying
Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÃ–,Bullying
Susah kalo artis kampung,Bullying
"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",Bullying
"<USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",Bullying
"kita sekeluarga sangat ngefans dan kagum lihat <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan. <USERNAME>.hermansyah <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",Bullying
Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,Bullying
"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",Bullying
Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,Bullying
"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",Bullying
??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,Bullying
Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,Bullying
Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,Bullying
